===============================================================================
                                     CVXPY                                     
                                     v1.4.2                                    
===============================================================================
(CVXPY) May 13 07:33:51 PM: Your problem has 1000 variables, 1 constraints, and 0 parameters.
(CVXPY) May 13 07:33:51 PM: It is compliant with the following grammars: DCP, DQCP
(CVXPY) May 13 07:33:51 PM: (If you need to solve this problem multiple times, but with different data, consider using parameters.)
(CVXPY) May 13 07:33:51 PM: CVXPY will first compile your problem; then, it will invoke a numerical solver to obtain a solution.
(CVXPY) May 13 07:33:51 PM: Your problem is compiled with the CPP canonicalization backend.
-------------------------------------------------------------------------------
                                  Compilation                                  
-------------------------------------------------------------------------------
(CVXPY) May 13 07:33:51 PM: Compiling problem (target solver=PDLP).
(CVXPY) May 13 07:33:51 PM: Reduction chain: FlipObjective -> Dcp2Cone -> CvxAttr2Constr -> ConeMatrixStuffing -> PDLP
(CVXPY) May 13 07:33:51 PM: Applying reduction FlipObjective
(CVXPY) May 13 07:33:51 PM: Applying reduction Dcp2Cone
(CVXPY) May 13 07:33:51 PM: Applying reduction CvxAttr2Constr
(CVXPY) May 13 07:33:51 PM: Applying reduction ConeMatrixStuffing
(CVXPY) May 13 07:33:51 PM: Applying reduction PDLP
(CVXPY) May 13 07:33:51 PM: Finished problem compilation (took 6.096e-02 seconds).
-------------------------------------------------------------------------------
                                Numerical solver                               
-------------------------------------------------------------------------------
(CVXPY) May 13 07:33:51 PM: Invoking solver PDLP  to obtain a solution.
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
Problem stats before presolving and rescaling:
There are 1000 variables, 1500 constraints, and 3497 constraint matrix nonzeros.
Absolute values of nonzero constraint matrix elements: largest=1.000000, smallest=0.010000, avg=0.853886
Constraint matrix, infinity norm: max(row & col)=1.000000, min_col=1.000000, min_row=0.990000
Constraint bounds statistics (max absolute value per row): largest=1.000000, smallest=1.000000, avg=0.333333, l2_norm=22.360680
Absolute values of objective vector elements: largest=4.000000, smallest=1.000000, avg=0.504000, l2_norm=22.759613
Gaps between variable upper and lower bounds: #finite=0 of 1000, largest=0.000000, smallest=0.000000, avg=nan
Problem stats after presolving and rescaling:
There are 999 variables, 500 constraints, and 2496 constraint matrix nonzeros.
Absolute values of nonzero constraint matrix elements: largest=0.667416, smallest=0.018193, avg=0.421576
Constraint matrix, infinity norm: max(row & col)=0.667416, min_col=0.630777, min_row=0.178121
Constraint bounds statistics (max absolute value per row): largest=0.782700, smallest=0.212971, avg=0.772354, l2_norm=17.279439
Absolute values of objective vector elements: largest=30.431328, smallest=0.840962, avg=0.451364, l2_norm=35.792304
Gaps between variable upper and lower bounds: #finite=0 of 999, largest=0.000000, smallest=0.000000, avg=nan
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 46336  47077.0    1.2 |      1.08257  2.77588e-05     0.998434 |      25.2896  0.000659539      47506.4 |     -36.7585     -47543.2 |      6.69527      2127.51
 46400  47141.0    1.2 |      1.08258  2.77086e-05     0.998434 |      25.2899  0.000658345      47506.2 |     -36.7633     -47543.0 |      6.69662      2127.50
 46464  47205.0    1.2 |      1.08258  2.76636e-05     0.998433 |      25.2899  0.000657276      47506.0 |     -36.7686     -47542.7 |      6.69801      2127.49
 46528  47269.0    1.2 |      1.08262  2.76339e-05     0.998434 |      25.2907  0.000656571      47505.7 |     -36.7577     -47542.5 |      6.69453      2127.48
 46592  47335.0    1.2 |      1.08261  2.76175e-05     0.998433 |      25.2904  0.000656182      47505.5 |     -36.7694     -47542.2 |      6.69802      2127.47
 46656  47399.0    1.2 |      1.08262  2.75962e-05     0.998433 |      25.2907  0.000655676      47505.2 |     -36.7858     -47542.0 |      6.70240      2127.46
 46720  47467.0    1.2 |      1.08261  2.76031e-05     0.998433 |      25.2906  0.000655840      47504.9 |     -36.7852     -47541.7 |      6.70223      2127.45
 46784  47531.0    1.2 |      1.08264  2.75717e-05     0.998433 |      25.2912  0.000655093      47504.7 |     -36.7858     -47541.5 |      6.70214      2127.44
 46848  47596.0    1.2 |      1.08265  2.75648e-05     0.998432 |      25.2914  0.000654930      47504.4 |     -36.7994     -47541.2 |      6.70584      2127.42
 46912  47660.0    1.2 |      1.08266  2.75459e-05     0.998432 |      25.2917  0.000654481      47504.1 |     -36.8018     -47540.9 |      6.70636      2127.41
 46976  47729.0    1.2 |      1.08263  2.75736e-05     0.998432 |      25.2910  0.000655139      47503.9 |     -36.7990     -47540.7 |      6.70584      2127.40
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 47040  47793.0    1.2 |      1.08263  2.75237e-05     0.998431 |      25.2911  0.000653953      47503.7 |     -36.8318     -47540.5 |      6.71512      2127.39
 47104  47857.0    1.2 |      1.08265  2.74847e-05     0.998431 |      25.2914  0.000653025      47503.4 |     -36.8175     -47540.3 |      6.71091      2127.38
 47168  47921.0    1.2 |      1.08267  2.74594e-05     0.998431 |      25.2919  0.000652425      47503.2 |     -36.8162     -47540.0 |      6.71026      2127.37
 47232  47989.0    1.2 |      1.08266  2.74655e-05     0.998431 |      25.2918  0.000652569      47502.9 |     -36.8223     -47539.8 |      6.71215      2127.36
 47296  48053.0    1.2 |      1.08266  2.74207e-05     0.998430 |      25.2918  0.000651505      47502.7 |     -36.8531     -47539.5 |      6.72064      2127.35
 47360  48117.0    1.2 |      1.08270  2.73929e-05     0.998431 |      25.2925  0.000650844      47502.5 |     -36.8358     -47539.3 |      6.71541      2127.34
 47424  48181.0    1.2 |      1.08273  2.73726e-05     0.998430 |      25.2934  0.000650362      47502.2 |     -36.8372     -47539.0 |      6.71533      2127.33
 47488  48245.0    1.2 |      1.08275  2.73705e-05     0.998430 |      25.2937  0.000650313      47501.9 |     -36.8461     -47538.7 |      6.71765      2127.31
 47552  48314.0    1.2 |      1.08266  2.74140e-05     0.998430 |      25.2917  0.000651345      47501.7 |     -36.8516     -47538.5 |      6.72014      2127.30
 47616  48378.0    1.2 |      1.08268  2.73655e-05     0.998429 |      25.2923  0.000650194      47501.4 |     -36.8812     -47538.3 |      6.72835      2127.29
 47680  48442.0    1.2 |      1.08268  2.73190e-05     0.998429 |      25.2922  0.000649088      47501.2 |     -36.8649     -47538.1 |      6.72373      2127.29
 47744  48506.0    1.2 |      1.08273  2.72849e-05     0.998429 |      25.2933  0.000648280      47501.0 |     -36.8727     -47537.9 |      6.72533      2127.28
 47808  48570.0    1.2 |      1.08274  2.72596e-05     0.998428 |      25.2934  0.000647677      47500.7 |     -36.8842     -47537.6 |      6.72840      2127.26
 47872  48638.0    1.2 |      1.08270  2.72611e-05     0.998429 |      25.2926  0.000647713      47500.5 |     -36.8721     -47537.4 |      6.72550      2127.25
 47936  48702.0    1.2 |      1.08271  2.72270e-05     0.998428 |      25.2929  0.000646903      47500.2 |     -36.8877     -47537.1 |      6.72980      2127.24
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 48000  48766.0    1.2 |      1.08274  2.72038e-05     0.998428 |      25.2934  0.000646351      47500.0 |     -36.8963     -47536.9 |      6.73188      2127.23
 48064  48830.0    1.2 |      1.08278  2.72013e-05     0.998428 |      25.2945  0.000646293      47499.7 |     -36.8937     -47536.6 |      6.73056      2127.22
 48128  48899.0    1.2 |      1.08268  2.72526e-05     0.998429 |      25.2922  0.000647510      47499.5 |     -36.8811     -47536.4 |      6.72844      2127.21
 48192  48963.0    1.3 |      1.08270  2.72034e-05     0.998426 |      25.2925  0.000646342      47499.3 |     -36.9355     -47536.2 |      6.74330      2127.20
 48256  49027.0    1.3 |      1.08270  2.71581e-05     0.998427 |      25.2927  0.000645266      47499.1 |     -36.9078     -47536.0 |      6.73549      2127.19
 48320  49091.0    1.3 |      1.08273  2.71142e-05     0.998427 |      25.2934  0.000644224      47498.9 |     -36.9279     -47535.8 |      6.74066      2127.18
 48384  49155.0    1.3 |      1.08274  2.70757e-05     0.998427 |      25.2935  0.000643308      47498.7 |     -36.9151     -47535.6 |      6.73710      2127.17
 48448  49219.0    1.3 |      1.08274  2.70481e-05     0.998427 |      25.2935  0.000642652      47498.4 |     -36.9141     -47535.3 |      6.73686      2127.16
 48512  49283.0    1.3 |      1.08275  2.70354e-05     0.998427 |      25.2938  0.000642351      47498.1 |     -36.9246     -47535.1 |      6.73963      2127.15
 48576  49352.0    1.3 |      1.08273  2.70748e-05     0.998427 |      25.2933  0.000643286      47497.9 |     -36.9232     -47534.8 |      6.73955      2127.14
 48640  49416.0    1.3 |      1.08274  2.70291e-05     0.998426 |      25.2934  0.000642200      47497.6 |     -36.9515     -47534.6 |      6.74734      2127.13
 48704  49480.0    1.3 |      1.08277  2.69978e-05     0.998426 |      25.2943  0.000641458      47497.4 |     -36.9377     -47534.4 |      6.74298      2127.12
 48768  49544.0    1.3 |      1.08278  2.69695e-05     0.998426 |      25.2945  0.000640784      47497.2 |     -36.9412     -47534.1 |      6.74385      2127.11
 48832  49609.0    1.3 |      1.08278  2.69649e-05     0.998426 |      25.2945  0.000640675      47496.9 |     -36.9477     -47533.8 |      6.74573      2127.10
 48896  49678.0    1.3 |      1.08282  2.69879e-05     0.998425 |      25.2955  0.000641223      47496.6 |     -36.9520     -47533.6 |      6.74640      2127.08
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 48960  49742.0    1.3 |      1.08275  2.69519e-05     0.998424 |      25.2938  0.000640366      47496.4 |     -36.9779     -47533.4 |      6.75443      2127.08
 49024  49806.0    1.3 |      1.08276  2.69115e-05     0.998425 |      25.2941  0.000639407      47496.2 |     -36.9585     -47533.2 |      6.74892      2127.07
 49088  49870.0    1.3 |      1.08278  2.68732e-05     0.998424 |      25.2944  0.000638496      47496.0 |     -36.9796     -47533.0 |      6.75465      2127.06
 49152  49934.0    1.3 |      1.08279  2.68471e-05     0.998425 |      25.2946  0.000637877      47495.8 |     -36.9703     -47532.7 |      6.75199      2127.05
 49216  49998.0    1.3 |      1.08280  2.68283e-05     0.998425 |      25.2949  0.000637429      47495.5 |     -36.9641     -47532.5 |      6.75013      2127.03
 49280  50067.0    1.3 |      1.08284  2.68834e-05     0.998425 |      25.2959  0.000638739      47495.2 |     -36.9724     -47532.2 |      6.75190      2127.02
 49344  50131.0    1.3 |      1.08276  2.68536e-05     0.998423 |      25.2941  0.000638030      47495.0 |     -37.0032     -47532.0 |      6.76135      2127.01
 49408  50195.0    1.3 |      1.08276  2.68090e-05     0.998424 |      25.2941  0.000636972      47494.9 |     -36.9943     -47531.8 |      6.75903      2127.01
 49472  50259.0    1.3 |      1.08278  2.67673e-05     0.998424 |      25.2945  0.000635980      47494.7 |     -36.9948     -47531.7 |      6.75891      2127.00
 49536  50323.0    1.3 |      1.08278  2.67263e-05     0.998424 |      25.2944  0.000635006      47494.4 |     -36.9926     -47531.4 |      6.75832      2126.99
 49600  50387.0    1.3 |      1.08280  2.67016e-05     0.998423 |      25.2950  0.000634420      47494.2 |     -37.0074     -47531.2 |      6.76211      2126.98
 49664  50451.0    1.3 |      1.08282  2.66874e-05     0.998424 |      25.2953  0.000634082      47493.9 |     -36.9955     -47530.9 |      6.75868      2126.97
 49728  50520.0    1.3 |      1.08284  2.67218e-05     0.998424 |      25.2960  0.000634899      47493.7 |     -36.9939     -47530.7 |      6.75796      2126.95
 49792  50584.0    1.3 |      1.08280  2.66830e-05     0.998422 |      25.2950  0.000633978      47493.4 |     -37.0380     -47530.5 |      6.77069      2126.94
 49856  50648.0    1.3 |      1.08281  2.66442e-05     0.998423 |      25.2951  0.000633056      47493.3 |     -37.0128     -47530.3 |      6.76362      2126.94
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 49920  50712.0    1.3 |      1.08282  2.66098e-05     0.998422 |      25.2954  0.000632238      47493.0 |     -37.0310     -47530.0 |      6.76849      2126.93
 49984  50776.0    1.3 |      1.08283  2.65899e-05     0.998422 |      25.2956  0.000631766      47492.8 |     -37.0206     -47529.8 |      6.76552      2126.91
 50048  50844.0    1.3 |      1.08283  2.65913e-05     0.998423 |      25.2957  0.000631799      47492.5 |     -37.0148     -47529.5 |      6.76391      2126.90
 50112  50908.0    1.3 |      1.08283  2.65606e-05     0.998421 |      25.2957  0.000631070      47492.3 |     -37.0435     -47529.3 |      6.77187      2126.89
 50176  50972.0    1.3 |      1.08287  2.65444e-05     0.998422 |      25.2965  0.000630686      47492.0 |     -37.0397     -47529.0 |      6.77035      2126.88
 50240  51036.0    1.3 |      1.08286  2.65428e-05     0.998422 |      25.2964  0.000630646      47491.7 |     -37.0309     -47528.8 |      6.76805      2126.87
 50304  51100.0    1.3 |      1.08291  2.65770e-05     0.998422 |      25.2974  0.000631458      47491.4 |     -37.0354     -47528.5 |      6.76880      2126.85
 50368  51169.0    1.3 |      1.08286  2.65929e-05     0.998421 |      25.2963  0.000631836      47491.1 |     -37.0523     -47528.2 |      6.77400      2126.84
 50432  51233.0    1.3 |      1.08285  2.65675e-05     0.998421 |      25.2962  0.000631235      47490.9 |     -37.0449     -47528.0 |      6.77206      2126.83
 50496  51300.0    1.3 |      1.08285  2.65648e-05     0.998421 |      25.2961  0.000631169      47490.6 |     -37.0569     -47527.7 |      6.77538      2126.82
 50560  51364.0    1.3 |      1.08288  2.65360e-05     0.998420 |      25.2968  0.000630486      47490.4 |     -37.0710     -47527.5 |      6.77890      2126.81
 50624  51428.0    1.3 |      1.08292  2.65208e-05     0.998420 |      25.2978  0.000630123      47490.1 |     -37.0707     -47527.2 |      6.77831      2126.80
 50688  51492.0    1.3 |      1.08289  2.65272e-05     0.998421 |      25.2972  0.000630277      47489.9 |     -37.0625     -47526.9 |      6.77649      2126.79
 50752  51561.0    1.3 |      1.08291  2.66045e-05     0.998421 |      25.2975  0.000632113      47489.6 |     -37.0582     -47526.7 |      6.77514      2126.77
 50816  51625.0    1.3 |      1.08285  2.65716e-05     0.998419 |      25.2960  0.000631331      47489.4 |     -37.1035     -47526.5 |      6.78840      2126.77
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 50880  51689.0    1.3 |      1.08285  2.65301e-05     0.998419 |      25.2962  0.000630346      47489.2 |     -37.0883     -47526.3 |      6.78422      2126.76
 50944  51753.0    1.3 |      1.08287  2.64937e-05     0.998419 |      25.2967  0.000629479      47489.0 |     -37.0880     -47526.1 |      6.78381      2126.75
 51008  51817.0    1.3 |      1.08289  2.64606e-05     0.998420 |      25.2970  0.000628693      47488.8 |     -37.0864     -47525.9 |      6.78316      2126.74
 51072  51881.0    1.3 |      1.08290  2.64345e-05     0.998419 |      25.2974  0.000628074      47488.5 |     -37.0979     -47525.6 |      6.78614      2126.73
 51136  51945.0    1.3 |      1.08290  2.64271e-05     0.998420 |      25.2972  0.000627899      47488.3 |     -37.0850     -47525.4 |      6.78277      2126.72
 51200  52009.0    1.3 |      1.08293  2.64409e-05     0.998419 |      25.2979  0.000628226      47488.0 |     -37.0875     -47525.1 |      6.78304      2126.70
 51264  52078.0    1.3 |      1.08295  2.64912e-05     0.998419 |      25.2985  0.000629420      47487.7 |     -37.0989     -47524.8 |      6.78586      2126.69
 51328  52142.0    1.3 |      1.08288  2.64655e-05     0.998418 |      25.2967  0.000628811      47487.5 |     -37.1245     -47524.6 |      6.79394      2126.68
 51392  52206.0    1.3 |      1.08288  2.64259e-05     0.998418 |      25.2967  0.000627870      47487.3 |     -37.1121     -47524.4 |      6.79060      2126.68
 51456  52270.0    1.3 |      1.08289  2.63910e-05     0.998418 |      25.2971  0.000627039      47487.1 |     -37.1209     -47524.2 |      6.79278      2126.67
 51520  52334.0    1.3 |      1.08292  2.63609e-05     0.998418 |      25.2978  0.000626324      47486.9 |     -37.1128     -47524.0 |      6.79010      2126.66
 51584  52398.0    1.3 |      1.08291  2.63376e-05     0.998418 |      25.2976  0.000625771      47486.6 |     -37.1229     -47523.8 |      6.79309      2126.64
 51648  52462.0    1.3 |      1.08292  2.63387e-05     0.998418 |      25.2978  0.000625796      47486.4 |     -37.1183     -47523.5 |      6.79174      2126.63
 51712  52526.0    1.3 |      1.08297  2.63568e-05     0.998418 |      25.2990  0.000626227      47486.1 |     -37.1228     -47523.2 |      6.79231      2126.62
 51776  52590.0    1.3 |      1.08295  2.63879e-05     0.998418 |      25.2985  0.000626967      47485.8 |     -37.1171     -47522.9 |      6.79108      2126.61
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 51840  52660.0    1.3 |      1.08293  2.64357e-05     0.998417 |      25.2980  0.000628102      47485.5 |     -37.1333     -47522.6 |      6.79572      2126.59
 51904  52724.0    1.3 |      1.08296  2.64184e-05     0.998417 |      25.2987  0.000627691      47485.2 |     -37.1369     -47522.3 |      6.79645      2126.58
 51968  52788.0    1.3 |      1.08297  2.64105e-05     0.998417 |      25.2988  0.000627503      47484.9 |     -37.1497     -47522.1 |      6.79993      2126.57
 52032  52857.0    1.3 |      1.08294  2.64414e-05     0.998417 |      25.2982  0.000628237      47484.7 |     -37.1347     -47521.8 |      6.79624      2126.56
 52096  52921.0    1.4 |      1.08296  2.64091e-05     0.998416 |      25.2986  0.000627469      47484.4 |     -37.1652     -47521.6 |      6.80440      2126.55
 52160  52985.0    1.4 |      1.08295  2.63861e-05     0.998416 |      25.2985  0.000626925      47484.2 |     -37.1565     -47521.3 |      6.80203      2126.54
 52224  53049.0    1.4 |      1.08297  2.63792e-05     0.998417 |      25.2989  0.000626759      47483.9 |     -37.1460     -47521.1 |      6.79895      2126.53
 52288  53113.0    1.4 |      1.08300  2.63879e-05     0.998416 |      25.2996  0.000626967      47483.6 |     -37.1583     -47520.8 |      6.80191      2126.51
 52352  53177.0    1.4 |      1.08301  2.64160e-05     0.998416 |      25.2999  0.000627634      47483.3 |     -37.1676     -47520.5 |      6.80437      2126.50
 52416  53241.0    1.4 |      1.08308  2.64634e-05     0.998416 |      25.3016  0.000628760      47483.0 |     -37.1749     -47520.1 |      6.80539      2126.48
 52480  53310.0    1.4 |      1.08301  2.64844e-05     0.998415 |      25.2999  0.000629260      47482.7 |     -37.1941     -47519.9 |      6.81173      2126.47
 52544  53378.0    1.4 |      1.08301  2.64885e-05     0.998415 |      25.2998  0.000629358      47482.4 |     -37.1783     -47519.6 |      6.80725      2126.46
 52608  53442.0    1.4 |      1.08299  2.64600e-05     0.998415 |      25.2994  0.000628678      47482.2 |     -37.1849     -47519.4 |      6.80947      2126.45
 52672  53506.0    1.4 |      1.08301  2.64474e-05     0.998415 |      25.2999  0.000628379      47481.9 |     -37.1972     -47519.1 |      6.81264      2126.44
 52736  53572.0    1.4 |      1.08302  2.64489e-05     0.998415 |      25.3000  0.000628415      47481.6 |     -37.1929     -47518.8 |      6.81132      2126.43
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 52800  53637.0    1.4 |      1.08306  2.64539e-05     0.998415 |      25.3011  0.000628535      47481.4 |     -37.1863     -47518.6 |      6.80894      2126.41
 52864  53701.0    1.4 |      1.08304  2.64490e-05     0.998415 |      25.3005  0.000628418      47481.1 |     -37.1958     -47518.3 |      6.81192      2126.40
 52928  53765.0    1.4 |      1.08304  2.64617e-05     0.998414 |      25.3006  0.000628719      47480.8 |     -37.2021     -47518.0 |      6.81363      2126.39
 52992  53830.0    1.4 |      1.08305  2.65149e-05     0.998415 |      25.3007  0.000629984      47480.5 |     -37.1941     -47517.6 |      6.81137      2126.37
 53056  53900.0    1.4 |      1.08301  2.65783e-05     0.998414 |      25.2998  0.000631490      47480.2 |     -37.2016     -47517.4 |      6.81390      2126.36
 53120  53964.0    1.4 |      1.08302  2.65407e-05     0.998413 |      25.3001  0.000630596      47480.0 |     -37.2355     -47517.2 |      6.82317      2126.35
 53184  54028.0    1.4 |      1.08303  2.65078e-05     0.998414 |      25.3004  0.000629814      47479.8 |     -37.2134     -47517.0 |      6.81685      2126.34
 53248  54092.0    1.4 |      1.08304  2.64762e-05     0.998413 |      25.3006  0.000629064      47479.6 |     -37.2279     -47516.8 |      6.82078      2126.33
 53312  54156.0    1.4 |      1.08304  2.64539e-05     0.998413 |      25.3005  0.000628534      47479.3 |     -37.2260     -47516.6 |      6.82038      2126.32
 53376  54220.0    1.4 |      1.08306  2.64545e-05     0.998414 |      25.3010  0.000628549      47479.1 |     -37.2169     -47516.3 |      6.81754      2126.31
 53440  54289.0    1.4 |      1.08311  2.64681e-05     0.998414 |      25.3021  0.000628873      47478.8 |     -37.2203     -47516.0 |      6.81792      2126.30
 53504  54353.0    1.4 |      1.08304  2.64419e-05     0.998412 |      25.3006  0.000628249      47478.6 |     -37.2559     -47515.8 |      6.82859      2126.29
 53568  54417.0    1.4 |      1.08305  2.64107e-05     0.998413 |      25.3008  0.000627507      47478.4 |     -37.2337     -47515.6 |      6.82233      2126.28
 53632  54481.0    1.4 |      1.08307  2.63837e-05     0.998412 |      25.3012  0.000626867      47478.1 |     -37.2482     -47515.4 |      6.82610      2126.27
 53696  54545.0    1.4 |      1.08307  2.63692e-05     0.998413 |      25.3013  0.000626522      47477.9 |     -37.2401     -47515.1 |      6.82384      2126.26
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 53760  54612.0    1.4 |      1.08306  2.63572e-05     0.998413 |      25.3010  0.000626236      47477.6 |     -37.2388     -47514.9 |      6.82362      2126.25
 53824  54676.0    1.4 |      1.08307  2.63336e-05     0.998412 |      25.3012  0.000625677      47477.4 |     -37.2464     -47514.6 |      6.82569      2126.24
 53888  54740.0    1.4 |      1.08310  2.63354e-05     0.998412 |      25.3020  0.000625719      47477.1 |     -37.2562     -47514.4 |      6.82801      2126.22
 53952  54809.0    1.4 |      1.08307  2.63857e-05     0.998413 |      25.3013  0.000626914      47476.9 |     -37.2330     -47514.1 |      6.82218      2126.21
 54016  54873.0    1.4 |      1.08306  2.63477e-05     0.998411 |      25.3010  0.000626011      47476.6 |     -37.2811     -47513.9 |      6.83542      2126.20
 54080  54937.0    1.4 |      1.08307  2.63155e-05     0.998412 |      25.3013  0.000625247      47476.4 |     -37.2581     -47513.7 |      6.82888      2126.20
 54144  55001.0    1.4 |      1.08308  2.62895e-05     0.998411 |      25.3015  0.000624628      47476.2 |     -37.2691     -47513.5 |      6.83182      2126.19
 54208  55065.0    1.4 |      1.08309  2.62709e-05     0.998412 |      25.3018  0.000624186      47476.0 |     -37.2624     -47513.2 |      6.82985      2126.18
 54272  55129.0    1.4 |      1.08312  2.62742e-05     0.998412 |      25.3024  0.000624265      47475.7 |     -37.2578     -47513.0 |      6.82824      2126.16
 54336  55197.0    1.4 |      1.08319  2.62782e-05     0.998411 |      25.3040  0.000624359      47475.4 |     -37.2730     -47512.7 |      6.83145      2126.15
 54400  55261.0    1.4 |      1.08305  2.62951e-05     0.998411 |      25.3009  0.000624762      47475.3 |     -37.2766     -47512.6 |      6.83424      2126.14
 54464  55325.0    1.4 |      1.08306  2.62599e-05     0.998411 |      25.3010  0.000623925      47475.1 |     -37.2901     -47512.4 |      6.83804      2126.14
 54528  55389.0    1.4 |      1.08308  2.62261e-05     0.998411 |      25.3014  0.000623122      47474.9 |     -37.2768     -47512.2 |      6.83405      2126.13
 54592  55453.0    1.4 |      1.08309  2.61940e-05     0.998411 |      25.3016  0.000622359      47474.7 |     -37.2875     -47512.0 |      6.83689      2126.12
 54656  55517.0    1.4 |     0.961503   0.00272070     0.998226 |      22.4614    0.0646429      47364.5 |     -41.5940     -47406.1 |      10.7272      2121.39
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 54720  55581.0    1.4 |      1.08735   0.00491710     0.998704 |      25.4012     0.116828      47312.2 |     -30.2020     -47342.4 |      4.86051      2118.54
 54784  55645.0    1.4 |      1.08532   0.00523161     0.998457 |      25.3539     0.124301      47236.6 |     -35.9981     -47272.6 |      6.47545      2115.42
 54848  55711.0    1.4 |      1.08782   0.00573723     0.998340 |      25.4123     0.136314      47163.4 |     -38.7137     -47202.1 |      7.18038      2112.27
 54912  55780.0    1.4 |      1.08313   0.00627505     0.998444 |      25.3027     0.149093      47101.6 |     -36.2037     -47137.8 |      6.54411      2109.40
 54976  55844.0    1.4 |      1.08385   0.00562972     0.998321 |      25.3196     0.133760      47044.6 |     -39.0488     -47083.6 |      7.32635      2106.98
 55040  55908.0    1.4 |      1.08462   0.00540313     0.998384 |      25.3374     0.128376      46986.7 |     -37.5384     -47024.2 |      6.89638      2104.33
 55104  55972.0    1.4 |      1.08498   0.00532724     0.998378 |      25.3460     0.126573      46921.6 |     -37.6087     -46959.2 |      6.91095      2101.42
 55168  56036.0    1.4 |      1.08593   0.00554814     0.998350 |      25.3680     0.131822      46849.8 |     -38.2162     -46888.0 |      7.06335      2098.24
 55232  56103.0    1.4 |      1.08520   0.00567334     0.998349 |      25.3510     0.134796      46784.0 |     -38.1808     -46822.2 |      7.06438      2095.30
 55296  56167.0    1.4 |      1.08595   0.00573415     0.998366 |      25.3686     0.136241      46714.6 |     -37.7376     -46752.4 |      6.93065      2092.18
 55360  56235.0    1.4 |      1.08591   0.00600383     0.998352 |      25.3675     0.142649      46639.9 |     -37.9862     -46677.9 |      7.00141      2088.86
 55424  56299.0    1.4 |      1.08469   0.00584258     0.998323 |      25.3391     0.138818      46578.3 |     -38.6146     -46616.9 |      7.19148      2086.13
 55488  56363.0    1.4 |      1.08475   0.00577551     0.998343 |      25.3404     0.137224      46512.0 |     -38.0938     -46550.1 |      7.04521      2083.15
 55552  56428.0    1.4 |      1.08589   0.00590885     0.998345 |      25.3672     0.140392      46440.5 |     -38.0032     -46478.5 |      7.00563      2079.95
 55616  56492.0    1.4 |      1.08572   0.00599480     0.998334 |      25.3633     0.142434      46368.8 |     -38.1996     -46407.0 |      7.06130      2076.75
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
 55680  56561.0    1.4 |      1.08466   0.00617729     0.998333 |      25.3384     0.146770      46298.3 |     -38.1460     -46336.4 |      7.06311      2073.60
 55744  56625.0    1.4 |      1.08509   0.00600158     0.998311 |      25.3486     0.142595      46243.6 |     -38.6249     -46282.3 |      7.18622      2071.18
 55808  56689.0    1.4 |      1.08472   0.00586830     0.998326 |      25.3397     0.139429      46184.8 |     -38.2130     -46223.0 |      7.07633      2068.54
 55872  56753.0    1.4 |      1.08485   0.00581736     0.998322 |      25.3429     0.138218      46119.9 |     -38.2674     -46158.2 |      7.09088      2065.64
 55936  56817.0    1.4 |      1.08497   0.00580466     0.998311 |      25.3456     0.137917      46048.8 |     -38.4469     -46087.2 |      7.13879      2062.47
 56000  56883.0    1.5 |      1.08538   0.00594056     0.998313 |      25.3552     0.141146      45976.3 |     -38.3378     -46014.6 |      7.10216      2059.23
 56064  56947.0    1.5 |      1.08514   0.00596467     0.998320 |      25.3497     0.141718      45903.4 |     -38.1281     -45941.5 |      7.04878      2055.96
